household_id;car_availability;bike_availability;number_of_vehicles;number_of_bikes;income;census_household_id
482303;all;all;2;1;1496.9331395374718;482303
473236;all;all;2;3;1929.5341836457083;473236
822975;all;all;1;2;2559.8248421011563;822975
476168;some;all;1;3;3198.8177408605907;476168
835232;all;all;2;2;3177.3911944157917;835232
510107;some;none;1;0;5219.0610127746695;510107
478029;all;all;2;3;1493.9253335907229;478029
694539;all;all;1;3;1408.3811610193732;694539
716096;all;all;3;3;1392.272458320678;716096
821839;all;all;2;3;176.79564012890856;821839
514268;all;none;2;0;2295.2017672441334;514268
563782;all;none;2;0;2108.7788632954066;563782
847329;some;none;1;0;2411.0890552308697;847329
479360;all;none;2;0;3218.299898721303;479360
479489;all;none;1;0;1827.8146338968231;479489
840851;all;all;2;2;2497.407654743424;840851
911364;all;all;1;2;2149.5808386372173;911364
721475;all;all;2;2;3472.192353279879;721475
727606;all;all;2;2;3339.55776295551;727606
618110;all;none;2;0;2152.8251076081456;618110
735746;all;none;2;0;2036.4042096630208;735746
751478;some;none;1;0;2361.3866165739164;751478
793603;some;none;1;0;2476.6452752254004;793603
525816;none;all;0;1;1644.5041651688393;525816
690088;some;all;1;2;2761.5542656627686;690088
764545;all;all;1;2;2779.0471488866706;764545
790334;all;all;1;2;2840.6834688012364;790334
801742;some;all;1;2;2855.4494114352005;801742
870245;all;all;1;2;2699.5451808469097;870245
658479;all;some;2;1;2685.996042603677;658479
718170;some;some;1;1;2719.3545721566666;718170
620337;all;none;2;0;1070.4017236844988;620337
481713;all;none;1;0;1736.6044091788171;481713
731367;all;none;1;0;2129.8679910302762;731367
689620;all;none;1;0;2039.4038767156167;689620
483482;all;all;1;2;1373.5189727281602;483482
483885;all;all;2;1;2353.1694830012357;483885
485741;all;all;3;3;2244.421951451729;485741
535867;all;all;3;3;2485.793338270117;535867
699413;all;all;1;3;2286.0665972501242;699413
853492;all;all;2;3;2382.439049682613;853492
808390;some;all;1;2;4745.708754399678;808390
486721;all;all;1;1;2056.5215490797186;486721
906860;all;all;2;1;2014.6909139554562;906860
734067;all;all;1;3;1631.611192500202;734067
796029;some;all;1;3;1770.594473107795;796029
830776;all;all;2;3;1769.8525701745807;830776
592920;all;all;2;1;1653.9530636182863;592920
625387;all;none;1;0;2770.1084185573604;625387
720651;all;all;1;2;3334.1413749183;720651
894627;all;all;1;2;3214.2231138002007;894627
1078493;some;some;1;1;3652.6250932040357;1078493
1108125;some;some;2;1;3365.6020081851943;1108125
1027548;all;some;2;1;4710.44560121234;1027548
1078460;some;some;1;1;5613.8488934236075;1078460
1261802;some;some;1;1;4225.960213477783;1261802
926065;none;none;0;0;15904.369170898917;926065
1107481;none;none;0;0;4364.601723117148;1107481
930230;some;none;2;0;7021.394509152878;930230
1136479;some;none;3;0;9206.510655477196;1136479
912486;some;none;3;0;8636.652799610556;912486
926046;some;none;1;0;7216.433680884114;926046
1045533;all;none;1;0;91.33769392344601;1045533
1249985;all;none;3;0;6507.945690832351;1249985
975532;all;all;3;3;6894.933387876251;975532
1129775;all;all;3;3;6629.9898497710055;1129775
1195363;all;some;3;3;6335.095173039614;1195363
1247577;some;all;2;4;5792.9659172023585;1247577
935483;none;some;0;1;2620.1629754219866;935483
1072029;none;all;0;1;3993.3019127751063;1072029
1076520;none;some;0;1;5440.579299108144;1076520
1113900;none;some;0;1;2637.0905809603114;1113900
1205602;none;all;0;1;2068.5169366027076;1205602
1228318;none;some;0;1;1697.6833379713548;1228318
1249218;none;some;0;1;2459.637498749989;1249218
1129719;all;all;3;5;6759.571574225654;1129719
1191064;some;all;1;5;6415.172753222621;1191064
1045518;none;none;0;0;3446.836418808449;1045518
1066458;none;none;0;0;4549.657699985943;1066458
1251789;none;none;0;0;3568.2669661860386;1251789
1196491;some;all;1;3;5753.724707133807;1196491
936976;some;some;1;3;4395.102087382627;936976
954704;some;all;1;3;4992.761700989464;954704
956105;some;some;1;3;4392.09248212927;956105
972982;some;some;1;3;5089.232919636353;972982
976187;some;all;1;3;586.3881707386342;976187
979877;some;some;1;3;5689.639465221;979877
1057986;all;all;1;3;4067.5377706163695;1057986
1058484;all;all;2;3;5107.898344092859;1058484
1062869;some;all;1;3;5561.544599548427;1062869
1076769;some;all;1;3;4310.691493906557;1076769
1077821;some;all;1;3;5859.684695950622;1077821
1160476;some;all;1;3;393.68641520603643;1160476
1172952;some;all;2;3;4211.249628733518;1172952
1221799;some;some;2;3;4864.242148011975;1221799
573855;all;none;2;0;2715.754580714656;573855
955307;some;none;1;0;2395.8727683927837;955307
986729;some;none;2;0;2006.310013804774;986729
1107670;all;none;1;0;2062.5057510365746;1107670
1293794;all;none;1;0;2243.0698190307203;1293794
813666;all;all;2;2;3426.6774899068896;813666
712401;none;none;0;0;5536.823922580496;712401
1033931;none;none;0;0;3757.087322307424;1033931
1118917;none;none;0;0;3507.325216614779;1118917
1141387;none;none;0;0;2382.246004789735;1141387
1226874;none;none;0;0;1946.7322666175214;1226874
926161;all;none;2;0;4885.56076456953;926161
494650;all;none;1;0;3770.208609318867;494650
494963;all;all;2;2;2420.4142429347726;494963
650070;all;all;2;1;1667.045620666152;650070
543361;all;all;2;2;497.42966075388324;543361
847053;all;all;3;2;2697.9476437983617;847053
623205;all;all;1;1;1766.5642995310131;623205
820418;all;all;1;1;1796.6101064823688;820418
497290;all;all;2;2;3249.2867806558397;497290
498337;all;none;2;0;2020.1834769414622;498337
546011;all;none;2;0;980.1776066532124;546011
759809;all;none;1;0;2199.1941627362485;759809
518532;all;all;2;2;2331.3645356552956;518532
853538;all;none;2;0;2297.7683118481564;853538
504060;all;all;2;3;4090.126218663758;504060
504867;all;all;2;1;2525.4125662135707;504867
520489;all;all;2;2;2313.319647414705;520489
814562;all;all;1;2;2173.3311967688987;814562
816583;all;all;2;2;2022.1450964518585;816583
505360;all;all;1;3;1948.1567726918895;505360
637514;some;all;1;3;1840.0273549519848;637514
643278;all;all;2;3;1926.4373165524194;643278
505604;all;all;1;4;540.2396487085045;505604
506172;all;none;2;0;1242.6728690859948;506172
847784;some;none;1;0;1201.7946145461904;847784
726659;all;none;2;0;3038.798255538442;726659
508233;all;none;1;0;2794.6064292860474;508233
604450;all;none;2;0;2890.392992106149;604450
955138;some;some;1;2;4811.3832392134955;955138
958366;all;some;2;2;4955.473755777147;958366
979196;some;some;2;2;5725.267583795237;979196
1034858;some;some;2;2;69.0409834964731;1034858
1064506;all;some;3;2;5319.105184766115;1064506
1098786;some;some;2;2;5014.735653002761;1098786
1146779;all;all;1;2;4517.479573170364;1146779
1099086;some;all;1;3;6642.417724366835;1099086
1128974;some;all;1;3;6714.620364575504;1128974
1229363;some;all;2;3;7196.79931547916;1229363
1313261;all;all;2;3;2198.4388510035305;1313261
981912;all;all;1;2;3029.7602004270557;981912
994877;some;some;1;2;3057.6014477778267;994877
1113723;all;all;2;2;472.09907682731944;1113723
1230179;all;some;3;2;3817.658716970002;1230179
912386;all;some;2;1;3059.43997909489;912386
942511;some;some;1;1;3083.2289327024646;942511
960248;all;some;2;1;3032.08678641177;960248
963824;some;some;2;1;3674.354940431435;963824
1075769;some;some;1;1;3628.4614955644956;1075769
1107067;some;some;1;1;3079.9014848526567;1107067
1155819;all;all;2;1;3557.382664712928;1155819
1229187;all;some;2;1;3648.0238076693254;1229187
1246777;all;some;1;1;3206.8911144695603;1246777
510097;all;none;1;0;1661.4628240938846;510097
666021;all;none;2;0;1591.276176259447;666021
862462;some;none;2;0;1545.35720778879;862462
1194665;some;some;1;2;4848.517051535962;1194665
729792;all;all;2;2;2502.462629223225;729792
716111;some;some;1;1;2586.8348083045626;716111
1125210;some;none;1;0;2877.851603366399;1125210
912851;none;none;0;0;4934.123606894102;912851
1136530;none;none;0;0;1655.317572471671;1136530
1251360;none;none;0;0;3478.393224292047;1251360
511225;all;all;1;1;1298.082806917601;511225
511258;all;none;2;0;3852.113278735463;511258
771003;all;none;2;0;3808.668245052996;771003
858271;all;none;2;0;3831.4035966618612;858271
512227;all;none;1;0;1066.5593495192275;512227
584354;none;none;0;0;2325.012244605728;584354
622665;none;none;0;0;2293.499312482886;622665
515778;all;all;1;1;1741.7123241889565;515778
516222;all;all;1;1;1639.5051876438865;516222
574161;all;some;2;1;1666.9750789591365;574161
585380;all;some;1;1;1636.803919102622;585380
761434;all;all;2;1;1104.4759781681075;761434
518354;some;some;2;2;2988.877516004866;518354
659496;some;all;1;2;2764.5878681255226;659496
907273;all;all;1;1;2872.5902494599563;907273
521009;all;all;2;1;2919.333426976619;521009
619469;all;all;1;2;3323.6515538564317;619469
880491;all;all;2;2;215.4800907227936;880491
900406;all;none;1;0;709.675992912065;900406
637460;all;all;3;2;2512.651764874429;637460
519619;all;none;3;0;1960.7013313107743;519619
520010;all;all;1;1;2224.430754037013;520010
587137;some;some;1;1;2230.773419297624;587137
640830;some;some;1;1;2151.488896758844;640830
641777;some;some;3;1;2147.399571411237;641777
901350;all;some;2;1;2011.1591939353862;901350
520658;all;all;1;4;2265.650652351791;520658
615356;all;all;2;4;2357.119287879053;615356
653000;all;all;1;4;2011.9977093308285;653000
765008;all;all;2;4;2194.1870472462983;765008
804774;all;all;1;4;2300.3567933843315;804774
893349;all;all;2;4;2431.3157361720314;893349
520913;all;all;2;2;3304.7838691520437;520913
521516;all;all;2;1;1669.3565850915816;521516
536975;all;all;1;1;1636.6573315211945;536975
552907;all;all;2;1;592.3431708286931;552907
880810;all;all;1;1;1779.5672976307706;880810
522224;all;all;2;2;3978.5082586009553;522224
754751;all;all;2;1;2567.5101558562674;754751
526441;all;all;2;2;3336.0130989553086;526441
527921;all;none;2;0;1091.0774374645664;527921
823310;some;none;2;0;1128.9070773864742;823310
529934;all;all;1;1;1235.836759659698;529934
870209;all;all;3;1;1348.6410768010019;870209
535484;all;all;1;2;2898.4583669345952;535484
861336;all;all;3;1;2543.8674030206234;861336
536520;all;all;1;1;1496.9099143772646;536520
595203;all;some;2;1;1393.925007225528;595203
596333;all;all;2;1;1299.8616169204174;596333
821352;all;all;1;1;1350.3032131867394;821352
537842;all;none;2;0;1743.9034679128565;537842
721536;all;none;1;0;700.3021303031219;721536
957166;all;none;3;0;5098.184467992953;957166
696982;all;all;1;2;3259.6839736649117;696982
1293748;some;all;2;3;3712.0158884805483;1293748
746150;all;all;2;1;424.5599161689103;746150
975375;all;none;2;0;1201.2831938607073;975375
974775;some;none;2;0;5316.7635769543795;974775
1062188;some;none;1;0;4119.920865448437;1062188
1078115;some;all;1;2;3955.8263080416527;1078115
1129435;some;all;1;2;3064.488988631859;1129435
1204708;all;some;3;2;3008.4086499712757;1204708
1238864;all;all;2;2;3421.373551661255;1238864
1057672;all;none;2;0;1750.0315534298252;1057672
984882;all;some;2;1;3772.230455162254;984882
1297450;all;all;3;1;3148.8821622965606;1297450
994666;all;none;2;0;2494.6325286708666;994666
1173674;all;none;2;0;2173.0487120699145;1173674
929931;none;none;0;0;4045.7234328421628;929931
975624;none;none;0;0;2199.9687466543032;975624
1077352;none;none;0;0;3220.5578098999367;1077352
1129986;all;some;2;1;3993.216659059911;1129986
874613;all;all;2;1;2222.1993266591244;874613
545668;all;all;2;2;2816.5346990419544;545668
546047;all;all;2;1;1020.023805467635;546047
856230;all;all;3;1;1165.9063482764736;856230
553029;all;none;2;0;2302.0835872519847;553029
618216;some;none;1;0;2197.576286827366;618216
715201;all;none;2;0;2252.684693902888;715201
733823;all;none;1;0;2299.1534759756223;733823
784311;all;none;3;0;2227.8708272665617;784311
808788;some;none;1;0;2084.9017376382576;808788
907425;all;none;2;0;2198.9421628812283;907425
553118;all;none;2;0;1702.13818353345;553118
556504;all;all;3;5;53.417226039453816;556504
1128294;some;some;2;2;3632.5730721028567;1128294
1140053;some;some;2;2;3564.769932632805;1140053
1254836;some;some;2;2;3421.184044191598;1254836
936921;all;some;2;2;420.49603421741523;936921
943979;none;none;0;0;4709.066562878459;943979
1013792;none;none;0;0;1048.7458832478094;1013792
1046261;none;none;0;0;91.90887466055297;1046261
1111371;none;none;0;0;4131.329312889195;1111371
1227201;none;none;0;0;498.1858746901421;1227201
1227376;none;none;0;0;3445.4747741514666;1227376
1228848;none;none;0;0;3473.029556979294;1228848
1237844;none;none;0;0;3105.8269556814757;1237844
561746;all;all;1;1;3094.277082864038;561746
754488;some;some;1;1;3885.15022453216;754488
562391;all;none;1;0;2402.7373188236234;562391
587788;some;all;1;2;2701.293250749645;587788
566399;all;all;1;2;2047.5518330251339;566399
568491;all;all;2;4;140.8017529751984;568491
1167047;some;some;1;2;3642.4526499423782;1167047
1167072;all;all;2;2;3961.0855636402985;1167072
1246682;all;some;2;2;3140.719795459813;1246682
650865;all;all;1;4;2874.728556468359;650865
955288;some;some;2;2;2836.12994025963;955288
1078672;all;all;2;2;2842.8231863537485;1078672
1124957;some;all;1;2;2683.3881316139896;1124957
571578;all;all;2;2;2185.4921557602934;571578
573518;all;none;3;0;1803.695226501369;573518
590115;some;none;2;0;1965.3880529001483;590115
936917;none;none;0;0;10487.907539058555;936917
943643;none;none;0;0;3896.736778960454;943643
969201;none;none;0;0;2826.4899095747633;969201
979463;none;none;0;0;3318.2870676085868;979463
1058024;none;none;0;0;2270.530205036107;1058024
1125574;none;none;0;0;2627.480963172513;1125574
1140372;none;none;0;0;3453.243123750371;1140372
1190757;none;none;0;0;4061.4425287173895;1190757
1207471;none;none;0;0;4466.096284762341;1207471
573897;all;all;1;2;3011.522606246262;573897
654411;some;all;1;4;3818.14664556182;654411
1078707;some;all;1;4;3632.0880994583135;1078707
1107305;some;all;1;4;3374.2346046784105;1107305
1143781;all;all;2;4;3084.2979248210704;1143781
1195775;all;all;1;4;3373.5274365846344;1195775
1196204;some;all;1;4;3928.80188615515;1196204
1268604;all;all;3;4;3583.6552414710764;1268604
1059947;some;some;1;2;3109.8982518825646;1059947
944064;all;some;3;1;3191.59268072956;944064
960676;some;some;1;1;10808.969733315913;960676
969226;some;some;1;1;3413.0295263352727;969226
994872;all;some;2;1;3265.082282286412;994872
1139403;some;some;1;1;474.57913495446905;1139403
1202829;all;all;2;1;3495.7127479527517;1202829
1238639;all;all;1;1;3814.2430938171233;1238639
1255879;all;all;2;1;3042.3117591543514;1255879
1301146;some;some;1;1;3902.768858630952;1301146
964429;some;some;1;1;3248.731131831356;964429
1162296;some;some;2;1;3331.7994260238456;1162296
1196357;some;some;1;1;3492.783694389303;1196357
1205466;some;some;1;1;10886.39582654983;1205466
1127862;some;none;1;0;1592.388564706013;1127862
935669;some;some;1;2;3770.4574933488366;935669
1093070;some;some;3;1;3063.672779814501;1093070
1143777;all;some;2;1;3554.6425979519727;1143777
1228130;all;some;3;1;89.70777515887389;1228130
1247162;some;some;1;1;3394.6368202837875;1247162
1261618;some;some;1;1;3041.834209682927;1261618
1099264;some;some;2;1;5038.40655894332;1099264
1125817;none;all;0;1;1885.3542203278348;1125817
574515;all;all;2;2;2274.0030597031828;574515
575440;all;all;1;4;2332.1980424167264;575440
575567;all;none;3;0;2694.2856039600733;575567
726775;all;none;1;0;2644.210457085801;726775
1248428;all;all;2;2;3168.2601173469066;1248428
578851;all;none;1;0;2181.5883580254817;578851
579092;all;none;1;0;1571.3203987862958;579092
579291;all;all;2;1;1422.7734211414067;579291
709775;all;all;1;1;1354.4988548183694;709775
956194;some;all;2;3;4240.5504859462935;956194
976504;some;all;1;3;5151.619420522272;976504
1139633;some;some;2;3;5029.404921119177;1139633
858356;all;all;3;2;3708.721613821407;858356
584255;all;none;2;0;241.11655545334787;584255
802297;all;none;1;0;1667.859095739082;802297
843469;some;all;1;2;2167.9960838387183;843469
585857;all;all;1;6;1506.9988891189935;585857
793019;all;all;1;6;1786.5144037606694;793019
872599;all;all;1;6;1605.9515770178548;872599
1331436;some;none;1;0;2272.2508260333925;1331436
1377658;all;none;1;0;2345.7630290539496;1377658
1329605;some;all;1;3;3349.6664010363615;1329605
1335022;some;none;2;0;9275.443880161603;1335022
1366953;some;all;2;3;5388.760329143323;1366953
588163;all;all;1;1;1865.2884771137012;588163
1348387;all;none;3;0;4959.319028118695;1348387
1380915;some;none;1;0;4037.29530881263;1380915
744417;all;none;2;0;2350.2668485321924;744417
589467;all;all;2;2;2476.0825647332513;589467
930337;all;all;1;1;1729.8266166193182;930337
1204318;all;some;3;1;1738.5103791743977;1204318
1255719;all;some;3;1;1740.6055694717259;1255719
665625;all;all;3;2;2619.9950643904326;665625
677833;some;some;2;2;2885.9488538141936;677833
829546;all;all;2;2;2845.3955964115594;829546
648344;all;all;1;3;1985.4705394127122;648344
936326;all;some;2;1;557.4037641276948;936326
1262584;some;some;1;1;1839.605042895375;1262584
1025021;none;none;0;0;2957.044264492225;1025021
1076670;none;none;0;0;2799.168095745036;1076670
590957;none;none;0;0;1943.543689836131;590957
879693;none;none;0;0;1697.6687076955727;879693
595285;all;none;1;0;1704.376620223218;595285
844454;all;none;3;0;1559.1863029188175;844454
594071;all;none;2;0;2062.9257999366214;594071
595030;all;all;1;2;2067.324413931684;595030
907825;all;all;3;2;2106.707556486189;907825
603736;none;all;0;1;1594.7198577808376;603736
597086;all;all;2;2;1459.1771750267706;597086
845900;all;all;2;2;2312.0920095933743;845900
797212;all;all;2;1;3152.0675548679787;797212
1380873;all;some;1;1;4093.105250682398;1380873
619688;all;none;2;0;1604.07959736399;619688
822125;all;none;1;0;1718.6408830994403;822125
874764;all;none;2;0;1613.1607243460157;874764
615364;all;all;1;2;248.63660983531923;615364
615557;all;none;2;0;1125.5720210480654;615557
648379;all;none;3;0;1024.0711454835612;648379
831406;some;none;2;0;1141.6384863923747;831406
1195408;some;none;1;0;849.6432374255488;1195408
1027839;none;none;0;0;2990.319778522475;1027839
1124128;some;some;1;2;5404.9266203343395;1124128
1079526;some;some;2;2;4157.269966623242;1079526
1109825;all;all;2;2;4969.083166517616;1109825
1110799;some;some;1;2;4892.219319457376;1110799
617620;all;none;1;0;1466.6247438934229;617620
1393485;all;some;2;1;2539.6656607955947;1393485
618397;all;none;2;0;928.8167198825621;618397
795478;some;none;1;0;2341.1911492906265;795478
810655;all;none;1;0;2089.495965136748;810655
842009;all;none;1;0;2415.2264453354655;842009
619575;some;all;1;3;1730.7915443141758;619575
981907;some;some;1;1;3558.3657103013493;981907
1074001;all;some;2;1;3134.8237769078364;1074001
1397354;some;some;1;1;6374.241077419034;1397354
1398211;some;some;3;1;3845.747632068036;1398211
1402968;all;some;2;1;7878.712706051188;1402968
1415651;some;some;1;1;3880.627104610596;1415651
625829;all;all;1;1;2135.0586168508053;625829
627279;all;all;1;1;484.65168882653694;627279
819977;all;all;1;1;2164.0738432019452;819977
869241;all;none;1;0;1941.2371288470783;869241
637117;all;all;2;1;1512.818035505047;637117
963502;some;some;2;1;2730.8361787820427;963502
999234;all;some;2;1;2884.196606577932;999234
913295;none;none;0;0;2740.8695513844273;913295
938000;none;none;0;0;4224.809918750621;938000
938300;none;none;0;0;324.3607395688663;938300
978915;none;none;0;0;3215.375188278609;978915
1027850;none;none;0;0;2920.50774240368;1027850
1030022;none;none;0;0;2772.2695575288126;1030022
1098534;none;none;0;0;2267.793575945113;1098534
1117722;none;none;0;0;3662.3211735702475;1117722
1140485;none;none;0;0;1714.9232926400396;1140485
1142782;none;none;0;0;1982.6830998233072;1142782
1167145;none;none;0;0;1489.6801789710537;1167145
1198988;none;none;0;0;4610.6323845575225;1198988
1203920;none;none;0;0;2982.301846401897;1203920
1229326;none;none;0;0;2326.787837305592;1229326
1239254;none;none;0;0;6601.318614467334;1239254
1246814;none;none;0;0;2760.2602659364547;1246814
1139686;some;none;1;0;5080.083374540609;1139686
1072772;all;all;3;1;1954.2798213397411;1072772
1209224;all;all;1;1;1990.2865375808808;1209224
1283804;all;some;2;1;1884.7640158010956;1283804
1305223;all;all;2;1;1944.6811709226029;1305223
982613;none;none;0;0;2416.0036144535293;982613
1055955;none;none;0;0;1401.9760138124896;1055955
1124980;none;none;0;0;2423.2673344476443;1124980
1206000;none;none;0;0;3134.6725806246623;1206000
1239434;none;none;0;0;3001.5644287055834;1239434
1260390;none;none;0;0;1983.1713368758221;1260390
936188;some;none;2;0;12134.830927881514;936188
1239340;some;none;1;0;2562.816661102695;1239340
912436;some;some;2;2;3874.266005898914;912436
936750;all;some;3;2;3620.000646906187;936750
978769;some;some;1;1;3285.504546760898;978769
959750;some;some;2;1;10840.705505470225;959750
1109114;some;none;1;0;9580.246829545706;1109114
1109105;all;none;3;0;2803.619475892087;1109105
1204626;some;none;1;0;2875.9955187787295;1204626
1309088;all;none;1;0;2842.4530364827756;1309088
1393914;all;all;1;1;2983.2261736472283;1393914
1047265;all;all;1;2;3084.3752137865;1047265
1108241;some;all;1;2;3767.088231495654;1108241
1111504;some;all;1;2;3122.636468014604;1111504
1130643;all;all;2;2;3524.155020035457;1130643
1147134;all;all;1;2;3410.1127213603277;1147134
1167429;all;all;1;2;3859.0810005190065;1167429
1191354;some;some;1;2;3614.237433213242;1191354
1201142;all;none;2;0;2186.3138515008623;1201142
1241304;all;none;2;0;2130.788585540815;1241304
1306328;all;none;2;0;2349.644729500493;1306328
1077426;all;none;2;0;2047.3661052667312;1077426
1102407;some;none;1;0;2231.47272124422;1102407
1107254;some;none;1;0;11389.424844633255;1107254
1119215;all;none;1;0;198.5971125379878;1119215
1072145;all;all;1;1;229.20945207464527;1072145
1108427;all;some;3;1;2741.1011618103676;1108427
1268700;some;some;1;1;2772.511204035036;1268700
816809;all;none;3;0;2477.362480787006;816809
1117777;some;some;1;1;2632.7492505282326;1117777
992694;some;some;1;2;3910.6644466596854;992694
1074363;some;all;1;2;3847.760122767122;1074363
1161540;some;all;1;2;3756.0549613770404;1161540
1205639;some;all;1;2;3282.799743147354;1205639
1220535;some;all;1;2;3727.85986974515;1220535
1239657;some;all;1;2;3468.9197129501194;1239657
1256109;some;some;1;2;3671.3971281024146;1256109
1262084;all;some;2;2;3100.0110087222;1262084
955101;some;none;1;0;3987.302996358766;955101
975711;all;none;2;0;3497.2485756075876;975711
1248591;all;none;1;0;3118.807142518116;1248591
1284380;none;none;0;0;1868.8112269457843;1284380
815526;all;all;1;1;1687.280713571917;815526
1198486;some;none;1;0;2805.7687521508356;1198486
1123816;all;all;2;10;4609.319529864999;1123816
1227301;some;all;3;10;4372.056523927606;1227301
1250533;all;all;2;10;331.5026882028306;1250533
1130811;some;none;2;0;3385.2882094883767;1130811
1006172;some;some;1;2;5310.938626193934;1006172
648505;all;none;1;0;914.3678235136432;648505
649072;all;all;1;2;1489.1939499213188;649072
650895;all;none;1;0;1164.443537712278;650895
653359;all;all;1;1;1487.5483278815716;653359
1062916;all;none;2;0;3191.0041981934323;1062916
1080242;all;none;3;0;3105.01427309054;1080242
1097532;all;none;1;0;3760.7398322160266;1097532
1113421;all;none;1;0;3823.8582964478132;1113421
1169701;some;none;1;0;3615.759982040816;1169701
1198329;all;none;2;0;3350.482501634118;1198329
653893;all;all;2;1;1955.7513202943555;653893
654378;all;none;2;0;2304.6372451675093;654378
725863;all;none;2;0;2479.737346403629;725863
726848;all;none;1;0;2384.0471766603773;726848
783210;all;none;1;0;2284.2704393338126;783210
813617;all;none;2;0;2131.756411516404;813617
999210;all;none;3;0;381.7436583266405;999210
954942;some;none;1;0;4271.772642872031;954942
1155838;all;none;2;0;65.92783978949942;1155838
1060783;all;all;3;4;4918.42135788976;1060783
1053176;some;all;1;2;4651.351065679703;1053176
1098486;all;none;2;0;4741.3249909235365;1098486
1107689;none;all;0;1;7.206914231029466;1107689
912419;some;all;1;3;5318.42620570651;912419
979562;all;all;1;3;4224.516200236316;979562
1073653;some;all;1;3;4284.925759351925;1073653
936257;all;none;1;0;2026.867422174595;936257
1141716;all;none;1;0;2404.776451913522;1141716
1167128;some;none;1;0;2031.5255380479794;1167128
1194226;all;none;3;0;2189.538139471955;1194226
1198385;some;none;1;0;2391.838628649448;1198385
1248467;all;none;3;0;2118.0503139014386;1248467
999116;all;none;2;0;2639.407888006986;999116
1172967;all;none;2;0;2613.5758227734646;1172967
1140069;some;none;3;0;3167.355630864148;1140069
1370589;none;none;0;0;2566.228569633554;1370589
1393173;none;none;0;0;3081.9497923098425;1393173
1108816;some;some;1;1;2530.5293287443983;1108816
1113032;some;some;1;1;2861.452898941422;1113032
1248031;some;some;1;1;2831.1844129059173;1248031
1173661;all;all;2;2;1804.504883758525;1173661
963040;all;all;2;2;3969.258087814536;963040
1308485;all;all;2;2;3759.507187163639;1308485
1112835;some;some;2;1;3478.40146426246;1112835
678134;all;none;2;0;2066.722702203269;678134
713568;some;none;1;0;2345.1700206285295;713568
762794;all;none;2;0;2423.5428133347887;762794
1128982;none;none;0;0;2014.2920352582967;1128982
1142392;none;none;0;0;1862.408562303084;1142392
1251627;none;none;0;0;1222.6449884052665;1251627
1033624;some;some;1;2;3885.8061693520563;1033624
1045468;all;all;3;2;3476.5320737466027;1045468
1139151;some;all;1;2;3840.0513025605014;1139151
714286;all;all;1;2;2783.5681414956703;714286
963354;none;none;0;0;3582.0506857236796;963354
689735;some;none;1;0;3477.9889182315233;689735
1080288;all;some;2;1;3164.26457758168;1080288
1092855;some;some;1;1;3431.921572491804;1092855
941926;all;all;2;2;2755.1398560914286;941926
1119467;some;all;1;2;2792.201486587847;1119467
1127958;all;all;1;2;2715.786878246576;1127958
1202552;all;all;3;2;2815.436549649631;1202552
1249420;all;some;3;2;2842.284084479569;1249420
1252368;some;all;1;2;2586.9082175340504;1252368
1254884;all;all;1;2;2563.711585165627;1254884
730893;all;all;2;1;2420.688837683095;730893
1326636;some;all;1;3;3797.070017477256;1326636
830041;all;none;1;0;3214.5256881054975;830041
701954;all;all;2;1;1782.998835991615;701954
845521;all;all;1;1;1598.1385623969054;845521
703196;all;all;2;1;1489.8894227535218;703196
1067894;some;all;1;4;4044.1153373483207;1067894
1224631;all;all;2;4;5650.804341370781;1224631
1248463;some;all;1;4;4234.950717372492;1248463
1167320;some;some;1;2;3925.6954782545145;1167320
814976;none;none;0;0;1943.2259659757615;814976
1124519;none;all;0;1;1626.5529495274936;1124519
1062694;none;some;0;1;4718.471742265323;1062694
1076611;none;some;0;1;5791.872614536331;1076611
1098228;none;some;0;1;7129.957959154591;1098228
1033628;all;all;2;2;5364.206562227268;1033628
713677;all;some;1;1;2909.102232398831;713677
1287920;none;none;0;0;1235.42464177935;1287920
1068956;none;none;0;0;3083.2332919923847;1068956
715437;all;none;1;0;1507.3602308147165;715437
1069148;all;all;2;3;1572.317145547154;1069148
1207051;all;all;2;3;1529.8447489650591;1207051
1063820;all;none;2;0;3382.98005987393;1063820
1200289;some;none;1;0;3272.3742109273053;1200289
1203476;some;none;1;0;3036.0145121864975;1203476
965699;all;none;1;0;3265.055406693894;965699
967587;some;none;1;0;3860.3119570799727;967587
926631;some;some;1;3;15109.987848973813;926631
934462;all;all;2;3;253.81898873594787;934462
1197004;all;all;2;3;2209.193112758519;1197004
1243033;all;all;1;3;2402.1639643547087;1243033
1254287;all;all;1;3;2174.4919304189034;1254287
1061731;all;all;2;1;2228.4593383361193;1061731
1080579;all;all;2;2;2839.6352169201773;1080579
1235005;none;some;0;1;3593.944998075841;1235005
928020;all;none;2;0;4867.381733402131;928020
1044420;some;none;1;0;4928.30118332816;1044420
1106223;some;all;1;4;4648.855415247819;1106223
929080;some;all;1;2;4127.551655110092;929080
1257664;some;none;1;0;3608.7772738341155;1257664
995705;all;all;1;3;2160.0705108030133;995705
1212242;some;some;2;2;2111.2520217293327;1212242
991288;all;none;2;0;2811.1094479105323;991288
1100948;all;none;3;0;2851.900352370553;1100948
1259870;some;none;1;0;2667.408817278001;1259870
1071056;all;none;1;0;1528.3934505055279;1071056
1131182;some;none;1;0;5714.350750417784;1131182
1354838;none;all;0;6;2315.4832936315056;1354838
1375691;none;all;0;6;3330.9448672933336;1375691
